CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE
50040306,DOUBLE DRAGON,BROOKLYN,4318,4TH AVE,11232,7183690890,Chinese,10/12/17,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,12,A,10/12/17,10/25/17,Cycle Inspection / Re-inspection
50018204,NEW FRESH WOK,MANHATTAN,1777,1ST AVE,10128,2128287666,Chinese,2/10/17,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,11,A,2/10/17,10/25/17,Cycle Inspection / Re-inspection
41001763,ORIENTAL GARDEN RESTAURANT,MANHATTAN,14,ELIZABETH STREET,10013,2126190085,Chinese,6/2/17,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,38,C,6/2/17,10/25/17,Cycle Inspection / Re-inspection
50057101,MAGIC CHEF CHINESE CUISINE,QUEENS,9717,JAMAICA AVE,11421,7184414538,Chinese,1/19/17,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,A,1/19/17,10/25/17,Pre-permit (Operational) / Re-inspection
41355668,YEE LI RESTAURANT,MANHATTAN,3-Jan,ELIZABETH STREET,10013,2122193686,Chinese,6/29/17,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,21,B,6/29/17,10/25/17,Cycle Inspection / Re-inspection
50003990,NEW CHOY HING RESTAURANT,BROOKLYN,1201,BUSHWICK AVE,11221,7185748755,Chinese,3/22/17,Violations were cited in the following area(s).,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Critical,13,A,3/22/17,10/25/17,Cycle Inspection / Re-inspection
41648141,NEW ASIA,MANHATTAN,666,AMSTERDAM AVENUE,10025,6466783689,Chinese,1/18/17,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,17,B,1/18/17,10/25/17,Cycle Inspection / Re-inspection
41188631,HUNAN DELIGHT,BROOKLYN,752,UNION STREET,11215,7187891400,Chinese,6/10/17,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,13,A,6/10/17,10/25/17,Cycle Inspection / Re-inspection
41454471,ASIAN JEWELS SEAFOOD RESTAURANT,QUEENS,133-30,39 AVENUE,11354,7183598600,Chinese,3/22/17,Violations were cited in the following area(s).,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,23,B,3/22/17,10/25/17,Cycle Inspection / Re-inspection
50017982,HAPPY GARDEN,BRONX,208,E 165TH ST,10456,7189925412,Chinese,7/6/17,Violations were cited in the following area(s).,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Critical,12,A,7/6/17,10/25/17,Cycle Inspection / Re-inspection
41572605,NEW SUNFLOWER,BRONX,900,GERARD AVENUE,10452,7185380225,Chinese,3/6/17,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,12,A,3/6/17,10/25/17,Cycle Inspection / Initial Inspection
50039250,LIN'S GARDEN,BRONX,3986,WHITE PLAINS RD,10466,7185190135,Chinese,6/12/17,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,4,A,6/12/17,10/25/17,Cycle Inspection / Initial Inspection
50059102,FAMILY KITCHEN,QUEENS,10756,SUTPHIN BLVD,11435,7187393377,Chinese,2/27/17,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,19,B,2/27/17,10/25/17,Pre-permit (Operational) / Re-inspection
41596870,WO HOP CITY,MANHATTAN,15,MOTT STREET,10013,2125663841,Chinese,3/20/17,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,9,A,3/20/17,10/25/17,Cycle Inspection / Re-inspection
50016449,GOLDEN WOK RC INC,QUEENS,4218,43RD AVE,11104,7183922333,Chinese,1/3/17,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,13,A,1/3/17,10/25/17,Cycle Inspection / Initial Inspection
41648475,U BO SING,BROOKLYN,151,AVENUE U,11223,7182668822,Chinese,6/16/17,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,25,B,6/16/17,10/25/17,Cycle Inspection / Re-inspection
50043815,MISTER HOTPOT,QUEENS,13342,39TH AVE,11354,7189393334,Chinese,3/1/17,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,9,A,3/1/17,10/25/17,Cycle Inspection / Initial Inspection
50067966,NEW DREAM STATION CHINESE RESTAURANT,BRONX,3809,WHITE PLAINS RD,10467,7187986936,Chinese,9/6/17,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,13,A,9/6/17,10/25/17,Pre-permit (Operational) / Initial Inspection
50053803,NEW GARDEN CHINESE RESTAURANT,BROOKLYN,850,E NEW YORK AVE,11203,7187788496,Chinese,5/25/17,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,13,A,5/25/17,10/25/17,Cycle Inspection / Initial Inspection
50033209,NICE CHINA TOWN,BROOKLYN,1411,FOSTER AVE,11230,3477258388,Chinese,10/12/17,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,26,Z,10/12/17,10/25/17,Cycle Inspection / Re-inspection
50044398,CHUEN HING KITCHEN,QUEENS,12618,101ST AVE,11419,7188460337,Chinese,2/9/17,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,11,A,2/9/17,10/25/17,Cycle Inspection / Initial Inspection
50062844,JUNZI KITCHEN,MANHATTAN,2896,BROADWAY,10025,9172612497,Chinese,9/27/17,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,22,Z,9/27/17,10/25/17,Pre-permit (Operational) / Re-inspection
50004490,NEW UNITED II,BROOKLYN,53,ROCKAWAY AVE,11233,7184551617,Chinese,4/17/17,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,14,B,4/17/17,10/25/17,Cycle Inspection / Re-inspection
50065385,OLD PLACE RESTAURANT,BROOKLYN,1915,AVENUE U,11229,3474629228,Chinese,10/5/17,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A,10/5/17,10/25/17,Pre-permit (Operational) / Re-inspection
41393430,TEN FULL,QUEENS,3949,48 AVENUE,11104,7183618838,Chinese,6/13/17,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,10,A,6/13/17,10/25/17,Cycle Inspection / Initial Inspection
41569737,SAGAR CHINESE,QUEENS,25205,UNION TURNPIKE,11426,7183434444,Chinese,4/12/17,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,4/12/17,10/25/17,Cycle Inspection / Re-inspection
41504648,BLUE SKY,QUEENS,7843,SPRINGFIELD BOULEVARD,11364,7182175228,Chinese,3/8/17,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,12,A,3/8/17,10/25/17,Cycle Inspection / Re-inspection
41305701,2 IN 1 RESTAURANT,BROOKLYN,2108,FLATBUSH AVENUE,11234,7183380688,Chinese,1/17/17,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,13,A,1/17/17,10/25/17,Cycle Inspection / Initial Inspection
50001732,KING WOK,QUEENS,25-67,FRANCIS LEWIS BLVD,11358,7183522266,Chinese,5/16/17,Violations were cited in the following area(s).,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,8,A,5/16/17,10/25/17,Cycle Inspection / Re-inspection
50059417,YUMMY CHINESE RESTAURANT,BROOKLYN,985,NOSTRAND AVE,11225,7187788898,Chinese,3/16/17,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,8,A,3/16/17,10/25/17,Pre-permit (Operational) / Initial Inspection
50069070,KEILLY CHINESE RESTAURANT,QUEENS,13211B,14TH AVE,11356,718_746_67,Chinese,10/5/17,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,10/5/17,10/25/17,Pre-permit (Operational) / Initial Inspection
40364296,HAPPY GARDEN,BRONX,277,EAST KINGSBRIDGE ROAD,10458,7182955588,Chinese,4/4/17,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,5,A,4/4/17,10/25/17,Cycle Inspection / Initial Inspection
50004484,LOONG XIN ASIAN CUISINE,BRONX,670,E 233RD ST,10466,7187087726,Chinese,10/3/17,Violations were cited in the following area(s).,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,21,Z,10/3/17,10/25/17,Cycle Inspection / Re-inspection
50007193,624 KAM HAI CHINESE FOOD,BROOKLYN,624,CATON AVE,11218,7187159889,Chinese,6/7/17,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,A,6/7/17,10/25/17,Cycle Inspection / Re-inspection
40861669,NEW VICTORY RESTAURANT,BROOKLYN,4803,5 AVENUE,11220,7184312938,Chinese,1/10/17,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,10,A,1/10/17,10/25/17,Cycle Inspection / Re-inspection
40549443,JJ GARDEN RESTAURANT,BRONX,7521,31 AVENUE,11370,7188986686,Chinese,2/1/17,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,2/1/17,10/25/17,Cycle Inspection / Re-inspection
50052487,MA'S FOOD MARKET,QUEENS,4307,MAIN ST,11355,7189398999,Chinese,2/21/17,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,15,B,2/21/17,10/25/17,Pre-permit (Operational) / Re-inspection
41616749,MINHUI SNACK,BROOKLYN,5919,7 AVENUE,11220,7185677789,Chinese,6/8/17,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,17,B,6/8/17,10/25/17,Cycle Inspection / Re-inspection
41712797,MING'S DELIGHT,MANHATTAN,594,3 AVENUE,10016,2129222888,Chinese,8/28/17,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,24,B,8/28/17,10/25/17,Cycle Inspection / Re-inspection
41387014,MALAY BAKERY,BROOKLYN,6919,NEW UTRECHT AVENUE,11228,7182562626,Chinese,5/19/17,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,12,A,5/19/17,10/25/17,Cycle Inspection / Re-inspection
50043977,NO. 1 PEKING OISHI,BROOKLYN,2006-2008,CHURCH AVE,11226,7182521218,Chinese,2/23/17,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,13,A,2/23/17,10/25/17,Cycle Inspection / Initial Inspection
40763888,CHEF HO'S,MANHATTAN,1720,2 AVENUE,10128,2123489444,Chinese,7/26/17,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,10,A,7/26/17,10/25/17,Cycle Inspection / Initial Inspection
50010777,CHINA WOK,BROOKLYN,1035,E 92ND ST,11236,7182575888,Chinese,7/26/17,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,13,A,7/26/17,10/25/17,Cycle Inspection / Initial Inspection
41621317,GRACE KITCHEN,QUEENS,11156,VAN WYCK EXPRESSWAY,11420,7185295850,Chinese,7/5/17,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,10,A,7/5/17,10/25/17,Cycle Inspection / Re-inspection
41629114,YI ZHANG FISHBALL,MANHATTAN,9,ELDRIDGE STREET,10002,2129616151,Chinese,6/6/17,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,13,A,6/6/17,10/25/17,Cycle Inspection / Re-inspection
50044676,HEYI XIAOCHI II,BROOKLYN,5301,8TH AVE,11220,7188518878,Chinese,3/20/17,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,4,A,3/20/17,10/25/17,Cycle Inspection / Initial Inspection
50012606,18 STARS KITCHEN,BROOKLYN,8515,18TH AVE,11214,7182560218,Chinese,6/8/17,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,21,B,6/8/17,10/25/17,Cycle Inspection / Re-inspection
40924394,XING LUNG CHINESE RESTAURANT,BROOKLYN,155,HOWARD AVENUE,11233,7184432272,Chinese,3/27/17,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A,3/27/17,10/25/17,Cycle Inspection / Initial Inspection
50049519,DESIRED TASTE INTERNATIONAL FOOD,QUEENS,3520,FARRINGTON ST,11354,7188889622,Chinese,2/18/17,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,21,B,2/18/17,10/25/17,Pre-permit (Operational) / Re-inspection
50035902,NEW FA SHING CHINESE RESTAURANT,MANHATTAN,2107,3RD AVE,10029,2124230760,Chinese,3/22/17,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,9,A,3/22/17,10/25/17,Cycle Inspection / Initial Inspection
50057699,GREAT SICHUAN,MANHATTAN,363,3RD AVE,10016,2126868866,Chinese,3/1/17,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,10,A,3/1/17,10/25/17,Pre-permit (Operational) / Re-inspection
50018772,LINDA ASIAN KITCHEN,BROOKLYN,882,DEKALB AVE,11221,7185741686,Chinese,3/15/17,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,4,A,3/15/17,10/25/17,Cycle Inspection / Re-inspection
50032756,NEW SECHUN GARDEN KITCHEN,MANHATTAN,2076,8TH AVE,10026,2126666868,Chinese,6/27/17,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,4,A,6/27/17,10/25/17,Cycle Inspection / Initial Inspection
41624260,ZENG'S RESTAURANT,BROOKLYN,950,FOURTH AVENUE,11232,7188327760,Chinese,1/3/17,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,11,A,1/3/17,10/25/17,Cycle Inspection / Initial Inspection
50004870,CHINA MOON CHINESE RESTAURANT,QUEENS,21613,LINDEN BLVD,11411,7185277777,Chinese,6/9/17,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,12,A,6/9/17,10/25/17,Cycle Inspection / Initial Inspection
50034608,PALACIO CHINO RESTAURANT,BROOKLYN,5621,5TH AVE,11220,7184391117,Chinese,5/4/17,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,12,A,5/4/17,10/25/17,Cycle Inspection / Re-inspection
50053656,HUA LONG,BROOKLYN,706,FULTON ST,11217,7188755362,Chinese,5/10/17,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,9,A,5/10/17,10/25/17,Cycle Inspection / Initial Inspection
50057493,CHINA WOK,BRONX,3839,E TREMONT AVE,10465,7188288076,Chinese,8/9/17,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,9,A,8/9/17,10/25/17,Cycle Inspection / Initial Inspection
50045140,AUNTIE GUAN'S KITCHEN 108,MANHATTAN,108,W 14TH ST,10011,2122068388,Chinese,10/10/17,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,34,Z,10/10/17,10/25/17,Cycle Inspection / Re-inspection
50008244,TEN JIN XEING BEING RESTAURANT,QUEENS,4128,MAIN ST,11355,9173791236,Chinese,1/20/17,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,13,A,1/20/17,10/25/17,Cycle Inspection / Re-inspection
50040897,TOUS LES JOURS,MANHATTAN,7,DIVISION ST,10002,2129666777,Chinese,7/19/17,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,A,7/19/17,10/25/17,Cycle Inspection / Initial Inspection
50052772,BEST CHINA HOUSE,BRONX,9,W 183RD ST,10453,7185841326,Chinese,10/4/17,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,26,Z,10/4/17,10/25/17,Cycle Inspection / Re-inspection
50052487,MA'S FOOD MARKET,QUEENS,4307,MAIN ST,11355,7189398999,Chinese,2/21/17,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,15,B,2/21/17,10/25/17,Pre-permit (Operational) / Re-inspection
50010066,GOLDEN FOREST,MANHATTAN,353,GRAND ST,10002,2125059513,Chinese,4/20/17,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,4/20/17,10/25/17,Cycle Inspection / Initial Inspection
41180275,QUALITY CHEF,BRONX,1595,WILLIAMSBRIDGE ROAD,10461,7188281818,Chinese,1/10/17,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,6,A,1/10/17,10/25/17,Cycle Inspection / Re-inspection
40707818,NUEVO JARDIN DE CHINA RESTAURANT,QUEENS,3205,BROADWAY,11106,7187260819,Chinese,2/14/17,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,A,2/14/17,10/25/17,Cycle Inspection / Re-inspection
50001994,YMC GOOD TASTE CHINESE RESTAURANT,QUEENS,47-05,FRANCIS LEWIS BOULEVARD,11361,7186318688,Chinese,6/22/17,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,12,A,6/22/17,10/25/17,Cycle Inspection / Initial Inspection
41326196,GOLDEN WOKS,MANHATTAN,159,CHRISTOPHER STREET,10014,2124638182,Chinese,8/16/17,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,9,A,8/16/17,10/25/17,Cycle Inspection / Initial Inspection
50000171,CROWN PALACE,STATEN ISLAND,1267,FOREST AVE,10302,7188767888,Chinese,10/13/17,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,54,Z,10/13/17,10/25/17,Cycle Inspection / Re-inspection
50060463,NEW KING GARDEN,BROOKLYN,7910,13TH AVE,11228,7182382633,Chinese,3/2/17,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,13,A,3/2/17,10/25/17,Pre-permit (Operational) / Initial Inspection
50017053,NEW CHENG'S ORIENTAL EXPRESS,QUEENS,4213,BOWNE ST,11355,7184456888,Chinese,9/11/17,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,A,9/11/17,10/25/17,Cycle Inspection / Initial Inspection
41648700,LITTLE SHEEP MONGOLIAN HOT POT,QUEENS,13659,37 AVENUE,11354,7187628881,Chinese,2/11/17,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,12,A,2/11/17,10/25/17,Cycle Inspection / Initial Inspection
41706171,TARO ASIAN FOOD RESTAURANT,BROOKLYN,7109,13 AVENUE,11228,7182324680,Chinese,1/10/17,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,57,C,1/10/17,10/25/17,Cycle Inspection / Re-inspection
50062608,KING WAH RESTAURANT,QUEENS,6417,FRESH POND RD,11385,7184185858,Chinese,5/25/17,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,13,A,5/25/17,10/25/17,Pre-permit (Operational) / Re-inspection
41526628,CHA CHAN TANG,MANHATTAN,45,MOTT STREET,10013,2125772888,Chinese,10/18/17,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,46,Z,10/18/17,10/25/17,Cycle Inspection / Re-inspection
