CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE
50058196,ZERO LOUNGE,BRONX,1472,OGDEN AVE,10452,3476983335,American,6/23/17,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Critical,18,B,6/23/17,10/25/17,Pre-permit (Operational) / Re-inspection
41171181,169 BAR,MANHATTAN,169,EAST BROADWAY,10002,9175772077,American,6/29/17,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,12,A,6/29/17,10/25/17,Cycle Inspection / Initial Inspection
50000800,TOSCA CAFE,BRONX,4038,E TREMONT AVE,10465,7182393300,American,1/11/17,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,13,A,1/11/17,10/25/17,Cycle Inspection / Initial Inspection
41413875,CAFE BISTRO,MANHATTAN,312,WEST   34 STREET,10001,2122397050,American,10/18/17,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,58,Z,10/18/17,10/25/17,Cycle Inspection / Re-inspection
50038802,REGO PARK COFFEE SHOP,QUEENS,9414,63RD DR,11374,7184592233,American,6/15/17,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,14,B,6/15/17,10/25/17,Cycle Inspection / Re-inspection
40983133,AMERICAN GIRL CAFE,MANHATTAN,609,5 AVENUE,10017,2124016580,American,1/26/17,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3,A,1/26/17,10/25/17,Cycle Inspection / Initial Inspection
41445381,COMFORT INN & SUITES,QUEENS,13730,REDDING ST,11417,7186597777,American,9/12/17,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,8,A,9/12/17,10/25/17,Cycle Inspection / Initial Inspection
50048795,BLUE OLIVE MARKET,MANHATTAN,210,E 41ST ST,10017,2129220991,American,1/20/17,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A,1/20/17,10/25/17,Cycle Inspection / Re-inspection
41337804,JUST LORRAINE'S PLACE,MANHATTAN,2247,ADAM CLAYTON POWELL BOULEVARD,10027,2122340720,American,4/20/17,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,12,A,4/20/17,10/25/17,Cycle Inspection / Re-inspection
40931855,FADA,BROOKLYN,530,DRIGGS AVENUE,11211,7183886607,American,3/22/17,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,A,3/22/17,10/25/17,Cycle Inspection / Initial Inspection
50006580,CROWN FRIED CHICKEN,QUEENS,7438,JAMAICA AVE,11421,7182965003,American,2/23/17,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,11,A,2/23/17,10/25/17,Cycle Inspection / Re-inspection
40582335,THE VILLAGE LANTERN,MANHATTAN,167,BLEECKER STREET,10012,2122607993,American,5/30/17,Violations were cited in the following area(s).,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,10,A,5/30/17,10/25/17,Cycle Inspection / Re-inspection
41687571,HOT & TASTY,QUEENS,12010,QUEENS BOULEVARD,11415,7185755444,American,3/2/17,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,17,B,3/2/17,10/25/17,Cycle Inspection / Re-inspection
50042533,DORLAN'S,MANHATTAN,213,FRONT ST,10038,2127792222,American,2/6/17,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,11,A,2/6/17,10/25/17,Cycle Inspection / Re-inspection
40942443,LIBRARY BAR,MANHATTAN,353,WEST   57 STREET,10019,2125546303,American,8/2/17,Violations were cited in the following area(s).,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,11,A,8/2/17,10/25/17,Cycle Inspection / Initial Inspection
50059367,CHELSEA BELL,MANHATTAN,260,W 26TH ST,10001,2122422425,American,3/30/17,Violations were cited in the following area(s).,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,9,A,3/30/17,10/25/17,Pre-permit (Operational) / Initial Inspection
40392190,FORDHAM SEAFOOD AND CHICKEN,BRONX,2468,GRAND CONCOURSE,10458,7189339854,American,4/4/17,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,7,A,4/4/17,10/25/17,Cycle Inspection / Initial Inspection
50064566,VHH FOODS,BROOKLYN,55,WATER ST,11201,3476454219,American,8/30/17,Violations were cited in the following area(s).,22F,,Not Applicable,21,B,8/30/17,10/25/17,Pre-permit (Operational) / Re-inspection
40787049,BOSTON MARKET,QUEENS,6018,METROPOLITAN AVENUE,11385,7183865858,American,8/21/17,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,11,A,8/21/17,10/25/17,Cycle Inspection / Initial Inspection
50000800,TOSCA CAFE,BRONX,4038,E TREMONT AVE,10465,7182393300,American,1/11/17,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,13,A,1/11/17,10/25/17,Cycle Inspection / Initial Inspection
41396677,STAND 132,BRONX,1,EAST 161 STREET,10451,6469778523,American,7/25/17,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,10,A,7/25/17,10/25/17,Cycle Inspection / Initial Inspection
41683230,PULSE CAFE,MANHATTAN,45,ROCKEFELLER PLAZA,10111,2122188663,American,2/3/17,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,5,A,2/3/17,10/25/17,Cycle Inspection / Initial Inspection
50001950,WOODBINES,QUEENS,4710,VERNON BLVD,11101,7183618488,American,6/29/17,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,A,6/29/17,10/25/17,Cycle Inspection / Re-inspection
41556790,FIVE GUYS FAMOUS BURGERS AND FRIES,MANHATTAN,2847,BROADFWAY,10025,2126787701,American,8/30/17,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3,A,8/30/17,10/25/17,Cycle Inspection / Re-inspection
41412075,BURGER ONE NYC,MANHATTAN,1150,LEXINGTON AVENUE,10075,2127370095,American,6/1/17,Violations were cited in the following area(s).,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,10,A,6/1/17,10/25/17,Cycle Inspection / Re-inspection
41371241,DEAN & DELUCA,MANHATTAN,620,8 AVENUE,10018,2122210308,American,9/22/17,Violations were cited in the following area(s).,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,31,Z,9/22/17,10/25/17,Cycle Inspection / Re-inspection
40591492,LOVELL'S GUIDING LIGHT,QUEENS,14833,HILLSIDE AVENUE,11435,7182973153,American,6/16/17,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,13,A,6/16/17,10/25/17,Cycle Inspection / Re-inspection
41403422,HOMEMADE,BROOKLYN,293,VAN BRUNT STREET,11231,3472234135,American,2/18/17,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,A,2/18/17,10/25/17,Cycle Inspection / Initial Inspection
50036129,SESSANTA,MANHATTAN,60,THOMPSON ST,10012,2122198119,American,6/30/17,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,A,6/30/17,10/25/17,Cycle Inspection / Re-inspection
41536484,ANITA'S LUNCHEONETTE,BROOKLYN,6100,16 AVENUE,11204,7182360796,American,10/12/17,Violations were cited in the following area(s).,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,20,Z,10/12/17,10/25/17,Cycle Inspection / Re-inspection
41689516,MARCHE MADISON,MANHATTAN,9,EAST   40 STREET,10016,2127251420,American,8/16/17,Violations were cited in the following area(s).,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,24,Z,8/16/17,10/25/17,Cycle Inspection / Re-inspection
41603460,BAREBURGER,BROOKLYN,170,7 AVENUE,11215,7187682273,American,2/1/17,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A,2/1/17,10/25/17,Cycle Inspection / Re-inspection
41396674,STAND 112,BRONX,1,EAST  161 STREET,10451,9172843260,American,7/25/17,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,9,A,7/25/17,10/25/17,Cycle Inspection / Initial Inspection
41644539,ST MAZIE,BROOKLYN,345,GRAND STREET,11211,7183844807,American,10/13/17,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,21,Z,10/13/17,10/25/17,Cycle Inspection / Re-inspection
50048051,SALSA ZONE,BRONX,370,E 146TH ST,10455,6465296468,American,6/16/17,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,19,B,6/16/17,10/25/17,Pre-permit (Operational) / Re-inspection
40394962,RUSSO'S ON THE BAY,QUEENS,16245,CROSS BAY BOULEVARD,11414,7188435055,American,5/25/17,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,10,A,5/25/17,10/25/17,Cycle Inspection / Initial Inspection
50013284,SOHO ROOM,MANHATTAN,203,SPRING ST,10012,2123343855,American,4/5/17,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,10,A,4/5/17,10/25/17,Cycle Inspection / Initial Inspection
40395298,T-BONE DINER,QUEENS,10748,QUEENS BOULEVARD,11375,7182617744,American,8/17/17,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,35,Z,8/17/17,10/25/17,Cycle Inspection / Re-inspection
41568669,AUNT ROSIE'S COFFEE SHOP & DINER,QUEENS,4357,11 STREET,11101,7187867759,American,10/23/17,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,9,A,10/23/17,10/25/17,Cycle Inspection / Initial Inspection
41354572,O'REILLY'S OFF FIFTH,MANHATTAN,21,WEST   35 STREET,10001,2125025246,American,6/7/17,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,8,A,6/7/17,10/25/17,Cycle Inspection / Initial Inspection
50060863,COLONY FRIED CHICKEN,BRONX,864,PROSPECT AVE,10459,7185891372,American,4/10/17,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,4/10/17,10/25/17,Pre-permit (Operational) / Initial Inspection
40594677,KABOOZ'S BAR & GRILLE,MANHATTAN,0,AMTRAK LEVEL,10001,2127600848,American,8/18/17,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,20,B,8/18/17,10/25/17,Cycle Inspection / Re-inspection
50056947,TAVERN 62,MANHATTAN,135,E 62ND ST,10065,2129889021,American,4/10/17,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,39,C,4/10/17,10/25/17,Pre-permit (Operational) / Re-inspection
50044616,CHICKEN & FRIES,MANHATTAN,4,PENN PLZ,10121,2124656307,American,3/16/17,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,A,3/16/17,10/25/17,Cycle Inspection / Initial Inspection
50047546,BROOKLYN DINER,BROOKLYN,5922-24,AVENUE N,11234,7182092246,American,6/5/17,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,13,A,6/5/17,10/25/17,Cycle Inspection / Re-inspection
50006741,GRACE CAFE,MANHATTAN,572,8TH AVE,10018,2129218141,American,5/9/17,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,A,5/9/17,10/25/17,Cycle Inspection / Re-inspection
40392984,GEORGIA DINER,QUEENS,8655,QUEENS BOULEVARD,11373,7186519000,American,4/4/17,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,19,B,4/4/17,10/25/17,Cycle Inspection / Re-inspection
41311804,ESQUIRE DINER,QUEENS,10545,CROSSBAY BOULEVARD,11417,7188457600,American,9/28/17,Violations were cited in the following area(s).,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,38,Z,9/28/17,10/25/17,Cycle Inspection / Re-inspection
40364858,DOUGLASTON CLUB,QUEENS,600,WEST DRIVE,11363,7182293900,American,8/16/17,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,11,A,8/16/17,10/25/17,Cycle Inspection / Initial Inspection
50044450,URBAN GOURMET,QUEENS,24304,MERRICK BLVD,11422,7185285528,American,5/3/17,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,13,A,5/3/17,10/25/17,Cycle Inspection / Re-inspection
50057115,BLAKE LANE,MANHATTAN,1429,3RD AVE,10028,2129884700,American,9/22/17,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A,9/22/17,10/25/17,Cycle Inspection / Initial Inspection
41169439,JACK RUSSELL'S PUB,MANHATTAN,1591,2 AVENUE,10028,2124722800,American,7/1/17,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,9,A,7/1/17,10/25/17,Cycle Inspection / Re-inspection
50005134,KINFOLK,BROOKLYN,94,WYTHE AVE,11249,3477992946,American,10/12/17,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,11,A,10/12/17,10/25/17,Cycle Inspection / Re-inspection
41459911,PARIS THEATRE,MANHATTAN,4,WEST   58 STREET,10019,2125934872,American,3/16/17,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3,A,3/16/17,10/25/17,Cycle Inspection / Initial Inspection
41265425,CHILI'S GRILL & BAR,QUEENS,8016,COOPER AVENUE,11385,7183664272,American,4/8/17,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,24,B,4/8/17,10/25/17,Cycle Inspection / Re-inspection
50038733,HERO SHOP,BROOKLYN,1211,MCDONALD AVE,11230,7183385472,American,10/11/17,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,A,10/11/17,10/25/17,Cycle Inspection / Re-inspection
41374355,ELITE FOOD BAR,MANHATTAN,325,EAST   48 STREET,10017,2122074000,American,2/10/17,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,11,A,2/10/17,10/25/17,Cycle Inspection / Initial Inspection
41453281,DEVON AND BLAKELY,MANHATTAN,1,WORLD FINANCIAL CENTER,10281,2127864206,American,1/26/17,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,9,A,1/26/17,10/25/17,Cycle Inspection / Initial Inspection
40369775,THE CUPPING ROOM,MANHATTAN,359,WEST BROADWAY,10013,2129252898,American,1/3/17,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,11,A,1/3/17,10/25/17,Cycle Inspection / Re-inspection
40394762,CAROLINE'S ON BROADWAY,MANHATTAN,750,7 AVENUE,10019,2127574100,American,2/4/17,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,11,A,2/4/17,10/25/17,Cycle Inspection / Re-inspection
50015510,GUS' AMERICAN GRILL,BROOKLYN,7206,NEW UTRECHT AVE,11228,7183317573,American,7/17/17,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,12,A,7/17/17,10/25/17,Cycle Inspection / Initial Inspection
50049326,HARLEM BURGER CO.,MANHATTAN,2190,FREDERICK DOUGLASS BLVD,10026,9177141411,American,8/10/17,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,19,Z,8/10/17,10/25/17,Cycle Inspection / Re-inspection
41715694,DUANE PARK,MANHATTAN,308,BOWERY,10012,2127325555,American,9/12/17,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,A,9/12/17,10/25/17,Cycle Inspection / Initial Inspection
41611084,MCDONALD'S,MANHATTAN,3809,BROADWAY,10032,2125687903,American,1/6/17,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,13,A,1/6/17,10/25/17,Cycle Inspection / Initial Inspection
50001460,CAFE B'WAY 46,MANHATTAN,146,W 46TH ST,10036,2129381333,American,4/10/17,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,26,B,4/10/17,10/25/17,Cycle Inspection / Re-inspection
40889676,UNO CAFE & BILLIARDS,QUEENS,7801,ROOSEVELT AVENUE,11372,7185650048,American,7/12/17,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,A,7/12/17,10/25/17,Cycle Inspection / Initial Inspection
50054901,GRILL 7 SEOUL,BROOKLYN,1046,FLATBUSH AVE,11226,6464632200,American,2/7/17,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,13,A,2/7/17,10/25/17,Cycle Inspection / Initial Inspection
41719348,GOLF MANHATTAN,MANHATTAN,108,WEST   39 STREET,10018,2126854804,American,7/26/17,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,A,7/26/17,10/25/17,Cycle Inspection / Initial Inspection
50003475,MADISON CAFE,BRONX,463,WILLIS AVE,10455,7189933555,American,5/3/17,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,16,B,5/3/17,10/25/17,Cycle Inspection / Re-inspection
50059272,SISTERS,BROOKLYN,900,FULTON ST,11238,3477632537,American,5/2/17,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,13,A,5/2/17,10/25/17,Pre-permit (Operational) / Re-inspection
41089876,SARABETH'S,MANHATTAN,40,CENTRAL PARK SOUTH,10019,2128265959,American,7/24/17,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,A,7/24/17,10/25/17,Cycle Inspection / Initial Inspection
50055562,CROWN PACIFIC CAFE,BROOKLYN,75,UTICA AVE,11213,3477891045,American,3/17/17,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,4,A,3/17/17,10/25/17,Cycle Inspection / Re-inspection
41022790,ZABLOZKIS,BROOKLYN,107,NORTH    6 STREET,11249,7183841903,American,10/2/17,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,18,B,10/2/17,10/25/17,Cycle Inspection / Re-inspection
41040849,DISHES,MANHATTAN,6,EAST   45 STREET,10017,2126875511,American,1/27/17,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,13,A,1/27/17,10/25/17,Cycle Inspection / Initial Inspection
